Date,Ticker,Company,Market,Open,High,Low,Close,Volume
2024-07-12,RELIANCE.NS,Reliance Industries,India,1572.8586162043875,1593.3569240772113,1562.9320865975437,1584.9937744140625,12924784
2024-07-15,RELIANCE.NS,Reliance Industries,India,1592.6620057625546,1594.0517441522056,1573.8512804915936,1585.4901123046875,5329688
2024-07-16,RELIANCE.NS,Reliance Industries,India,1581.792452589091,1588.24469666931,1557.5965372882695,1564.669189453125,9386838
2024-07-18,RELIANCE.NS,Reliance Industries,India,1564.4210812674708,1582.1895936713806,1546.3795650620239,1575.0177001953125,12298374
2024-07-19,RELIANCE.NS,Reliance Industries,India,1574.3475621142547,1578.293333314245,1541.3915329908289,1543.7242431640625,13140390
2024-07-22,RELIANCE.NS,Reliance Industries,India,1525.9557698439748,1526.203933085127,1488.2597977476694,1489.6495361328125,19674376
2024-07-23,RELIANCE.NS,Reliance Industries,India,1489.9719903646578,1494.6870915999891,1452.2511804820083,1476.96826171875,18052044
2024-07-24,RELIANCE.NS,Reliance Industries,India,1474.0895996286229,1498.4095963901725,1465.552808673545,1484.7109375,11913362
2024-07-25,RELIANCE.NS,Reliance Industries,India,1470.1190347480779,1489.4509269223795,1466.2228234080762,1481.435302734375,12519876
2024-07-26,RELIANCE.NS,Reliance Industries,India,1481.4352554076795,1501.3131545447015,1479.4002684339398,1497.9381103515625,9859940
2024-07-29,RELIANCE.NS,Reliance Industries,India,1500.8414953005092,1516.2772962786503,1500.6678537480493,1508.931640625,7538550
2024-07-30,RELIANCE.NS,Reliance Industries,India,1505.8793670988641,1513.7957501477324,1498.9059558839842,1502.0328369140625,8228208
2024-07-31,RELIANCE.NS,Reliance Industries,India,1492.9499231376883,1499.3524857083617,1490.1208866802617,1494.364501953125,10057346
2024-08-01,RELIANCE.NS,Reliance Industries,India,1500.8913109431162,1506.8472288436842,1493.2479314401046,1504.1671142578125,10764222
2024-08-02,RELIANCE.NS,Reliance Industries,India,1493.9426800961044,1498.2358556077295,1482.303848567256,1488.309326171875,10268248
2024-08-05,RELIANCE.NS,Reliance Industries,India,1469.126390399314,1472.997761203301,1422.7198642160924,1436.69140625,17046704
2024-08-06,RELIANCE.NS,Reliance Industries,India,1444.4588830824964,1466.6446510309138,1440.6619130584993,1445.352294921875,10236186
2024-08-07,RELIANCE.NS,Reliance Industries,India,1458.2071184913539,1461.6814036613468,1450.7622216985117,1454.062744140625,8174568
2024-08-08,RELIANCE.NS,Reliance Industries,India,1446.8164580997684,1454.2365143735713,1435.3017085687702,1438.4781494140625,12387192
2024-08-09,RELIANCE.NS,Reliance Industries,India,1449.2732763644294,1465.6520496932055,1445.3026646483625,1463.46826171875,6249776
2024-08-12,RELIANCE.NS,Reliance Industries,India,1459.199797918004,1462.1777566892652,1447.0397996020206,1449.8936767578125,8184584
2024-08-13,RELIANCE.NS,Reliance Industries,India,1450.0178268110735,1459.2742672925806,1447.28803114191,1452.8717041015625,6265064
2024-08-14,RELIANCE.NS,Reliance Industries,India,1452.7972017764512,1461.1850703208015,1443.0194737625147,1451.109619140625,6267466
2024-08-16,RELIANCE.NS,Reliance Industries,India,1457.8598362701878,1469.5235088888628,1447.3377388233519,1467.339599609375,9416902
2024-08-19,RELIANCE.NS,Reliance Industries,India,1476.6025720306277,1492.3397678065596,1474.6105280885965,1482.4791259765625,13797742
2024-08-20,RELIANCE.NS,Reliance Industries,India,1491.268975771349,1497.9423959482733,1484.0976661921165,1489.9990234375,8411808
2024-08-21,RELIANCE.NS,Reliance Industries,India,1487.30978907883,1501.8766102174725,1484.072717714687,1492.7132568359375,7769996
2024-08-22,RELIANCE.NS,Reliance Industries,India,1497.0210123494212,1500.5070892244864,1484.720165407205,1492.1654052734375,10445782
2024-08-23,RELIANCE.NS,Reliance Industries,India,1497.768063961028,1505.3128818837536,1492.4642955105633,1494.008056640625,9249654
2024-08-26,RELIANCE.NS,Reliance Industries,India,1500.9802618699923,1516.941539085057,1497.021098650585,1506.5828857421875,8816114
2024-08-27,RELIANCE.NS,Reliance Industries,India,1504.4912711730515,1507.4544123852302,1493.485179145279,1494.481201171875,6251156
2024-08-28,RELIANCE.NS,Reliance Industries,India,1499.0131426615155,1501.4782728482842,1487.0608784010915,1492.33984375,9610286
2024-08-29,RELIANCE.NS,Reliance Industries,India,1497.1205913811584,1530.885760314005,1488.0568158159556,1514.874755859375,38335358
2024-08-30,RELIANCE.NS,Reliance Industries,India,1527.89778785993,1533.599989641746,1497.3447635789732,1503.6197509765625,41620730
2024-09-02,RELIANCE.NS,Reliance Industries,India,1504.8647654458696,1520.7264647058682,1500.6316718721823,1510.2183837890625,11240852
2024-09-03,RELIANCE.NS,Reliance Industries,India,1515.1984708784905,1516.941509382377,1501.5031683479538,1503.1217041015625,10923800
2024-09-04,RELIANCE.NS,Reliance Industries,India,1494.7301447200666,1511.4633627071519,1493.534966971581,1508.525146484375,11983304
2024-09-05,RELIANCE.NS,Reliance Industries,India,1513.0072347057646,1519.7054581926027,1481.1345314015284,1487.035888671875,16264168
2024-09-06,RELIANCE.NS,Reliance Industries,India,1486.5627588054047,1491.0448575756723,1455.8105811316245,1458.997802734375,19394228
2024-09-09,RELIANCE.NS,Reliance Industries,India,1460.666261949736,1464.07768593117,1449.809597840599,1456.63232421875,9010298
2024-09-10,RELIANCE.NS,Reliance Industries,India,1454.6901127162012,1466.1942153054945,1451.7766997689328,1455.7110595703125,10768260
2024-09-11,RELIANCE.NS,Reliance Industries,India,1457.2300550346945,1462.9073318760024,1441.7917138302157,1445.7259521484375,9760202
2024-09-12,RELIANCE.NS,Reliance Industries,India,1451.2039809867947,1480.088617533546,1440.1232367942907,1473.913330078125,22349376
2024-09-13,RELIANCE.NS,Reliance Industries,India,1470.5268529366479,1477.2500011980833,1463.6542770635715,1466.766845703125,8711328
2024-09-16,RELIANCE.NS,Reliance Industries,India,1471.6723576050656,1475.0090069946318,1458.9232273463058,1465.4969482421875,5481774
2024-09-17,RELIANCE.NS,Reliance Industries,India,1468.1364260685732,1471.5975781970765,1460.790763828237,1466.4432373046875,5935328
2024-09-18,RELIANCE.NS,Reliance Industries,India,1464.1522884024148,1476.10455198121,1454.7399294679985,1457.6282958984375,8574714
2024-09-19,RELIANCE.NS,Reliance Industries,India,1460.4171894563083,1470.6264144806405,1449.7598031867433,1463.82861328125,16955902
2024-09-20,RELIANCE.NS,Reliance Industries,India,1468.136427109257,1489.0528890965668,1465.5218693608433,1480.0140380859375,30897320
2024-09-23,RELIANCE.NS,Reliance Industries,India,1485.0687739665293,1495.5270047691104,1483.026880271187,1487.434326171875,8832314
2024-09-24,RELIANCE.NS,Reliance Industries,India,1482.5786761041754,1494.530939532627,1481.9561623839436,1483.4501953125,17137444
2024-09-25,RELIANCE.NS,Reliance Industries,India,1477.9970102640052,1490.5468626388433,1474.3116560624171,1488.0069580078125,7069002
2024-09-26,RELIANCE.NS,Reliance Industries,India,1484.7202013028073,1498.017070530802,1482.1305684499498,1491.9910888671875,18818998
2024-09-27,RELIANCE.NS,Reliance Industries,India,1493.0369361114394,1527.3747692811157,1486.0647823070499,1520.1038818359375,20597478
2024-09-30,RELIANCE.NS,Reliance Industries,India,1513.3558880158446,1518.9086621673466,1468.5348969230117,1470.701171875,27008814
2024-10-01,RELIANCE.NS,Reliance Industries,India,1474.7599230273088,1482.0308103038055,1457.0057588364782,1458.997802734375,16431642
2024-10-03,RELIANCE.NS,Reliance Industries,India,1430.8602791168494,1443.634334423912,1396.4975195620746,1401.3780517578125,37757294
2024-10-04,RELIANCE.NS,Reliance Industries,India,1398.34020617394,1411.711728297617,1376.2782950115372,1381.0093994140625,37072876
2024-10-07,RELIANCE.NS,Reliance Industries,India,1387.9566419173104,1390.9447078848398,1355.9594355150189,1365.272216796875,22181340
2024-10-08,RELIANCE.NS,Reliance Industries,India,1367.513224520688,1395.4267642320656,1359.669551595401,1391.791259765625,17020808
2024-10-09,RELIANCE.NS,Reliance Industries,India,1391.9656892391695,1395.4019165531051,1367.0402140253339,1369.1318359375,14310610
2024-10-10,RELIANCE.NS,Reliance Industries,India,1374.5352199766685,1380.4864268287754,1363.9774115920343,1365.595947265625,22358646
2024-10-11,RELIANCE.NS,Reliance Industries,India,1364.5501018082973,1377.7723178051706,1363.3797273571677,1366.6417236328125,7980122
2024-10-14,RELIANCE.NS,Reliance Industries,India,1373.962442591221,1374.5849563155427,1362.8070452852592,1367.0650634765625,12221432
2024-10-15,RELIANCE.NS,Reliance Industries,India,1353.1207855156183,1366.243302159234,1335.3666207605413,1338.678466796875,33762794
2024-10-16,RELIANCE.NS,Reliance Industries,India,1334.6695151768993,1358.5740438069333,1332.3039628645522,1348.6884765625,20034438
2024-10-17,RELIANCE.NS,Reliance Industries,India,1360.2671814831224,1363.0062419523483,1346.6715786036464,1351.0291748046875,15543660
2024-10-18,RELIANCE.NS,Reliance Industries,India,1346.796043723323,1362.9814005892638,1335.9891081789099,1353.8927001953125,12082452
2024-10-21,RELIANCE.NS,Reliance Industries,India,1361.686598848784,1368.5342502099143,1352.3239675798945,1363.7532958984375,14067408
2024-10-22,RELIANCE.NS,Reliance Industries,India,1363.7532474009167,1370.5262455038624,1334.8935348257999,1338.006103515625,15831960
2024-10-23,RELIANCE.NS,Reliance Industries,India,1332.1793705575924,1352.0748848775756,1329.689315659354,1333.2003173828125,17214742
2024-10-24,RELIANCE.NS,Reliance Industries,India,1329.9633130042932,1338.3547254831988,1317.8616212723593,1334.4703369140625,22155934
2024-10-25,RELIANCE.NS,Reliance Industries,India,1338.1555171764887,1339.002111534351,1316.7410448137834,1322.5677490234375,18597496
2024-10-28,RELIANCE.NS,Reliance Industries,India,1331.6813526124565,1347.6177038778262,1316.8406011796387,1329.0418701171875,10824350
2024-10-29,RELIANCE.NS,Reliance Industries,India,1322.8167478889227,1337.856655249044,1315.0478495098762,1334.66943359375,12008361
2024-10-30,RELIANCE.NS,Reliance Industries,India,1329.6893351932274,1344.62966480214,1320.0776988278842,1338.553955078125,11984423
2024-10-31,RELIANCE.NS,Reliance Industries,India,1334.6694245700712,1337.6574904459744,1320.8745447599274,1326.7510986328125,9331650
2024-11-01,RELIANCE.NS,Reliance Industries,India,1327.7471304089104,1336.6116286385318,1327.6972806767253,1333.3248291015625,2127335
2024-11-04,RELIANCE.NS,Reliance Industries,India,1332.5280301195805,1334.6695017714562,1279.9878687625326,1296.9700927734375,19796890
2024-11-05,RELIANCE.NS,Reliance Industries,India,1287.8564249120313,1304.3406373759979,1281.0336986406933,1300.1075439453125,16267479
2024-11-06,RELIANCE.NS,Reliance Industries,India,1304.7888451117578,1323.0160966964434,1295.0277806900112,1320.0777587890625,21625209
2024-11-07,RELIANCE.NS,Reliance Industries,India,1318.7331565363688,1318.7331565363688,1297.4182609581876,1300.4561767578125,9611974
2024-11-08,RELIANCE.NS,Reliance Industries,India,1292.4879180085577,1296.4720058402277,1269.9279963447846,1278.6431884765625,19814406
2024-11-11,RELIANCE.NS,Reliance Industries,India,1273.8622221377802,1280.884225507143,1261.9598084895413,1267.6370849609375,9056552
2024-11-12,RELIANCE.NS,Reliance Industries,India,1270.4759075040322,1284.1712099692156,1262.4578817905294,1269.1810302734375,10671091
2024-11-13,RELIANCE.NS,Reliance Industries,India,1265.196886863478,1270.3761523895544,1244.5294313213271,1247.0693359375,14633633
2024-11-14,RELIANCE.NS,Reliance Industries,India,1248.613186761178,1267.537605244334,1246.1231316976048,1262.5574951171875,12612633
2024-11-18,RELIANCE.NS,Reliance Industries,India,1262.55746761959,1267.8364328732807,1238.951794764919,1255.7347412109375,13620611
2024-11-19,RELIANCE.NS,Reliance Industries,India,1255.734688515481,1276.4021442257297,1230.236550606767,1236.710693359375,14183746
2024-11-21,RELIANCE.NS,Reliance Industries,India,1236.7107220331202,1239.0014996478671,1212.407761281373,1218.1348876953125,19433843
2024-11-22,RELIANCE.NS,Reliance Industries,India,1224.509420421979,1263.8024380613526,1217.586994857739,1260.3662109375,20471957
2024-11-25,RELIANCE.NS,Reliance Industries,India,1284.868314871977,1299.260783408558,1277.3483005192684,1281.8802490234375,28923341
2024-11-26,RELIANCE.NS,Reliance Industries,India,1289.7986377983043,1292.687125909721,1279.0914013187908,1290.545654296875,9247557
2024-11-27,RELIANCE.NS,Reliance Industries,India,1288.3543972122054,1298.6632001168684,1280.8842325588682,1288.0555419921875,9572746
2024-11-28,RELIANCE.NS,Reliance Industries,India,1284.818474176107,1291.442044503892,1264.0017125526565,1265.7447509765625,15027412
2024-11-29,RELIANCE.NS,Reliance Industries,India,1274.9081506356404,1294.3305794929802,1270.177046170391,1287.0595703125,13202307
2024-12-02,RELIANCE.NS,Reliance Industries,India,1282.876370557777,1306.133460567327,1271.9699779978703,1303.9422607421875,11024152
2024-12-03,RELIANCE.NS,Reliance Industries,India,1311.7609017834461,1321.5219654799555,1301.8006823317874,1318.035888671875,16869482
2024-12-04,RELIANCE.NS,Reliance Industries,India,1320.7251432865569,1323.1156203515295,1298.8625094957517,1303.742919921875,19608540
2024-12-05,RELIANCE.NS,Reliance Industries,India,1309.1214514378748,1324.6593698468237,1300.9541199209712,1316.7908935546875,16858723
2024-12-06,RELIANCE.NS,Reliance Industries,India,1318.6334884089777,1318.6334884089777,1304.7887589399247,1306.3326416015625,9037514
2024-12-09,RELIANCE.NS,Reliance Industries,India,1297.8166732313093,1309.7689372979064,1287.9560310594236,1289.9979248046875,14650002
2024-12-10,RELIANCE.NS,Reliance Industries,India,1284.121290398709,1289.7488386952925,1275.107243177966,1279.73876953125,16043729
2024-12-11,RELIANCE.NS,Reliance Industries,India,1279.8882324099652,1284.8683422637005,1270.9738844056644,1273.115234375,11724373
2024-12-12,RELIANCE.NS,Reliance Industries,India,1264.9479526569407,1273.1152845047754,1255.5853214463157,1257.876220703125,20906813
2024-12-13,RELIANCE.NS,Reliance Industries,India,1254.9877622795104,1270.1272485556606,1234.6688884780408,1267.78662109375,28630222
2024-12-16,RELIANCE.NS,Reliance Industries,India,1269.9280595585296,1275.904191603511,1261.511722229068,1263.2547607421875,9486781
2024-12-17,RELIANCE.NS,Reliance Industries,India,1256.033537225462,1258.8721754853295,1237.8561365143116,1240.34619140625,17462791
2024-12-18,RELIANCE.NS,Reliance Industries,India,1235.714673937889,1254.9378248920182,1235.714673937889,1248.2645263671875,12670179
2024-12-19,RELIANCE.NS,Reliance Industries,India,1234.0712121990753,1239.947766097918,1224.1109925687356,1225.55517578125,14244653
2024-12-20,RELIANCE.NS,Reliance Industries,India,1219.1309339507777,1234.5692750261348,1196.7204388413884,1200.50537109375,20312896
2024-12-23,RELIANCE.NS,Reliance Industries,India,1210.1667348774333,1222.3181546925216,1208.3738466363206,1217.437744140625,10052824
2024-12-24,RELIANCE.NS,Reliance Industries,India,1217.4377030050357,1228.6429501715868,1216.1428258096823,1217.8858642578125,6734917
2024-12-26,RELIANCE.NS,Reliance Industries,India,1219.3798917928577,1222.8161189414398,1209.4196721335327,1211.7105712890625,10016178
2024-12-27,RELIANCE.NS,Reliance Industries,India,1213.4536884394554,1223.0154756156849,1212.1588111658666,1216.1927490234375,7000397
2024-12-30,RELIANCE.NS,Reliance Industries,India,1211.5611874241417,1218.3340640862093,1203.294156174512,1205.8837890625,8818766
2024-12-31,RELIANCE.NS,Reliance Industries,India,1203.1945530395503,1214.2503727116298,1201.3519366916562,1210.6148681640625,6405475
2025-01-01,RELIANCE.NS,Reliance Industries,India,1210.0172807004092,1221.4218053468785,1206.7802092584152,1216.391845703125,5892590
2025-01-02,RELIANCE.NS,Reliance Industries,India,1216.3918076943417,1239.4994683243335,1215.1467802555553,1236.860107421875,15486276
2025-01-03,RELIANCE.NS,Reliance Industries,India,1238.9518139936486,1257.0296379589822,1230.5852047154665,1246.1729736328125,15521102
2025-01-06,RELIANCE.NS,Reliance Industries,India,1248.961727102304,1256.9797527645217,1210.1667191829588,1213.15478515625,14816766
2025-01-07,RELIANCE.NS,Reliance Industries,India,1217.1388288273843,1239.5493228115217,1216.3918123612464,1235.913818359375,10070505
2025-01-08,RELIANCE.NS,Reliance Industries,India,1244.0314575822304,1265.9937909556584,1240.395953024955,1260.4658203125,19346579
2025-01-09,RELIANCE.NS,Reliance Industries,India,1261.9598138402198,1264.6988742096441,1243.0852464738894,1249.758544921875,12794704
2025-01-10,RELIANCE.NS,Reliance Industries,India,1248.8621307808614,1251.750618829338,1231.0831628192257,1236.959716796875,8120332
2025-01-13,RELIANCE.NS,Reliance Industries,India,1225.1070543419412,1240.2963897717905,1221.5213994754447,1234.9178466796875,13764861
2025-01-14,RELIANCE.NS,Reliance Industries,India,1239.1509590647415,1248.3641626627486,1222.3680125031533,1233.822265625,13095266
2025-01-15,RELIANCE.NS,Reliance Industries,India,1239.9974688456068,1251.9995818882041,1236.90982514039,1247.2186279296875,9578856
2025-01-16,RELIANCE.NS,Reliance Industries,India,1253.8920943102864,1269.9280238633037,1246.3223515830243,1261.4119873046875,14117603
2025-01-17,RELIANCE.NS,Reliance Industries,India,1316.9900509904955,1320.7251333812799,1279.888232575373,1297.169189453125,29366277
2025-01-20,RELIANCE.NS,Reliance Industries,India,1310.764916385877,1310.764916385877,1295.0775703121099,1300.2568359375,14040244
2025-01-21,RELIANCE.NS,Reliance Industries,India,1305.2868371165837,1307.776892128252,1265.1471016946018,1268.6331787109375,14562976
2025-01-22,RELIANCE.NS,Reliance Industries,India,1273.2149526536994,1277.7966294698952,1263.6530443254642,1272.0196533203125,10273590
2025-01-23,RELIANCE.NS,Reliance Industries,India,1264.9478840486133,1272.2686211078578,1256.581275301743,1258.6231689453125,8720682
2025-01-24,RELIANCE.NS,Reliance Industries,India,1260.9638702056575,1267.9360243063209,1238.5533748820974,1241.34228515625,14235970
2025-01-27,RELIANCE.NS,Reliance Industries,India,1234.1708090151494,1235.515414368934,1215.1468135462453,1224.4595947265625,9536019
2025-01-28,RELIANCE.NS,Reliance Industries,India,1233.0752790316255,1239.7984277662488,1213.6528493538253,1229.4896240234375,10568025
2025-01-29,RELIANCE.NS,Reliance Industries,India,1231.0832160878692,1237.8063647194172,1223.1648896668228,1230.585205078125,5928156
2025-01-30,RELIANCE.NS,Reliance Industries,India,1230.635044492625,1251.9996679975989,1227.497550840604,1248.0654296875,9269259
2025-01-31,RELIANCE.NS,Reliance Industries,India,1250.8541794958078,1261.9598488917904,1244.0314532484974,1260.0673828125,6584612
2025-02-01,RELIANCE.NS,Reliance Industries,India,1260.0673469134033,1265.495739501575,1236.0632421918099,1259.5693359375,7118453
2025-02-03,RELIANCE.NS,Reliance Industries,India,1246.0235355947286,1251.003645649064,1232.6270881824535,1240.94384765625,9252345
2025-02-04,RELIANCE.NS,Reliance Industries,India,1243.0852829885687,1283.6731787459128,1241.6409781641657,1280.08740234375,16691069
2025-02-05,RELIANCE.NS,Reliance Industries,India,1277.5476050956522,1285.366353249074,1271.6212014188793,1273.115234375,10112028
2025-02-06,RELIANCE.NS,Reliance Industries,India,1268.6331564996678,1282.8763195509282,1265.2965071593937,1276.4520263671875,9956001
2025-02-07,RELIANCE.NS,Reliance Industries,India,1271.073491533156,1278.5933846345008,1256.979756005846,1261.6610107421875,8764283
2025-02-10,RELIANCE.NS,Reliance Industries,India,1259.469777897567,1261.461821832557,1240.5952102474196,1248.6629638671875,6970972
2025-02-11,RELIANCE.NS,Reliance Industries,India,1259.5196705337273,1259.5196705337273,1225.2066396338644,1229.937744140625,8859714
2025-02-12,RELIANCE.NS,Reliance Industries,India,1214.5989377224967,1222.0193743195214,1188.6027887286011,1211.7105712890625,21131654
2025-02-13,RELIANCE.NS,Reliance Industries,India,1212.2086229517822,1223.1150152108587,1207.1786632211406,1211.2623291015625,8511216
2025-02-14,RELIANCE.NS,Reliance Industries,India,1214.1507532507958,1219.1308629852126,1200.6546072366423,1212.40771484375,10298145
2025-02-17,RELIANCE.NS,Reliance Industries,India,1206.2821918357026,1222.6169765728448,1199.7084711054922,1220.02734375,8166683
2025-02-18,RELIANCE.NS,Reliance Industries,India,1219.9775298877432,1225.0074896525716,1211.2623373341316,1220.525390625,6673250
2025-02-19,RELIANCE.NS,Reliance Industries,India,1214.6488125132394,1227.8461038341088,1212.706618273488,1222.567138671875,6217338
2025-02-20,RELIANCE.NS,Reliance Industries,India,1219.0810452834291,1234.4198079853766,1217.1388510698625,1228.0950927734375,7795582
2025-02-21,RELIANCE.NS,Reliance Industries,India,1223.8121434284387,1235.0672403005465,1217.2882724889691,1223.264404296875,6904025
2025-02-24,RELIANCE.NS,Reliance Industries,India,1211.7105497558396,1218.3838481751116,1205.68456833515,1209.718505859375,7172498
2025-02-25,RELIANCE.NS,Reliance Industries,India,1206.1826029932777,1216.1428226711741,1196.7203942992758,1199.21044921875,11552182
2025-02-27,RELIANCE.NS,Reliance Industries,India,1207.975493883109,1210.166693583284,1195.8738026303336,1202.298095703125,11509215
2025-02-28,RELIANCE.NS,Reliance Industries,India,1197.218393771922,1212.5073065135477,1188.5530513693543,1195.325927734375,23007298
2025-03-03,RELIANCE.NS,Reliance Industries,India,1199.2104168056296,1201.6506219268736,1151.4013636439433,1166.5906982421875,17944938
2025-03-04,RELIANCE.NS,Reliance Industries,India,1157.576687742468,1169.3297956512124,1154.9373267832577,1157.2779541015625,11377373
2025-03-05,RELIANCE.NS,Reliance Industries,India,1156.3815647449799,1178.2940491759787,1152.3974766666165,1170.9234619140625,8664095
2025-03-06,RELIANCE.NS,Reliance Industries,India,1192.2383549047067,1209.1208794668382,1180.4355183146993,1204.7882080078125,14468014
2025-03-07,RELIANCE.NS,Reliance Industries,India,1211.1627762331514,1249.8084792402678,1207.178688153437,1244.828369140625,16474965
2025-03-10,RELIANCE.NS,Reliance Industries,India,1240.0473535020744,1252.9956391209716,1230.4855669004469,1233.4736328125,11931051
