Date,Ticker,Company,Market,Open,High,Low,Close,Volume,Daily_Return,Cumulative_Return,MA_20,MA_50,MA_200,Volatility_20,BB_Mid,BB_Std,BB_Upper,BB_Lower,BB_Width,RSI,MACD,MACD_Signal,MACD_Hist,52W_High,52W_Low,52W_Pct
2024-06-06,AAPL,Apple,US,194.1881470745491,194.9919281725913,192.67980832687616,192.9874267578125,41181800,-0.7096550327287954,5.5121474804680215,188.7507011413574,,,,188.7507011413574,3.329474778275297,195.409650697908,182.09175158480681,7.055814379797866,62.63611740644516,2.32884620799112,1.8793288463284115,0.4495173616627084,,,
2024-06-07,AAPL,Apple,US,193.15610745634936,195.42854080055037,192.6500270204212,195.37892150878903,53103900,1.2391971804348145,6.819651037062213,189.3743766784668,,,0.9154459776294871,189.3743766784668,3.345138702548771,196.06465408356433,182.68409927336927,7.06566276012806,66.92381148677394,2.5255558986862354,2.0085742567999763,0.5169816418862592,,,
2024-06-10,AAPL,Apple,US,195.3888828155345,195.78582209632464,190.6753367406589,191.6378936767578,97010200,-1.9147550836812965,4.774316338459439,189.87401275634767,,,1.0223544922535854,189.87401275634767,2.8377093034026846,195.54943136315305,184.1985941495423,5.9780888647339605,54.455921068235185,2.3524623432718386,2.077351874094349,0.2751104691774895,,,
2024-06-11,AAPL,Apple,US,192.1638033246204,205.5701288673056,192.14396771907968,205.5601959228516,172373300,7.264900474003855,12.386066142766472,190.90950393676758,,,1.8497101444660173,190.90950393676758,4.306505648256694,199.52251523328096,182.2964926402542,9.023135170228247,70.5213795997247,3.3006500520426982,2.3220115096840193,0.978638542358679,,,
2024-06-12,AAPL,Apple,US,205.7785169434978,218.5100538646653,205.3121227860245,211.43478393554688,198134300,2.8578431667286797,15.597883654382706,192.18166809082032,,,1.9206106340798776,192.18166809082032,6.143486748216633,204.4686415872536,179.89469459438706,12.786831978819896,77.35019258027222,4.474546018023574,2.7525184113519305,1.7220276066716433,,,
2024-06-13,AAPL,Apple,US,213.09195736730385,215.08652592836705,209.9760562824749,212.5957946777344,97862700,0.5491105676072028,16.232643849459194,193.39825973510742,,,1.9161419105752144,193.39825973510742,7.570345178004018,208.53895009111545,178.25756937909938,15.657524919558064,86.30580630417401,5.435889343818161,3.289192597845177,2.146696745972984,,,
2024-06-14,AAPL,Apple,US,212.20877015870124,213.51863167298376,209.67833763090167,210.8592071533203,70122700,-0.8168494240662239,15.283198167597934,194.52206726074218,,,1.939719250191542,194.52206726074218,8.408535612345815,211.3391384854338,177.70499603605055,17.2906564910701,80.97994284379223,5.988599903745921,3.829074059025326,2.1595258447205956,,,
2024-06-17,AAPL,Apple,US,211.7324642876032,217.26964179829145,211.08745883873985,215.00714111328125,93728300,1.9671580937629551,17.551000931100624,195.85178451538087,,,1.9586972477378417,195.85178451538087,9.432078656454143,214.71594182828915,176.9876272024726,19.263707358690738,82.93829451666278,6.684278408714732,4.400114928963207,2.284163479751525,,,
2024-06-18,AAPL,Apple,US,215.9200623200828,216.95208913019516,211.36529274424583,212.6453857421875,79943300,-1.098454385684522,16.259756805956883,197.00536193847657,,,1.9987559961475283,197.00536193847657,10.016606345952928,217.0385746303824,176.97214924657072,20.337733445206513,78.18224431197496,6.964749419657579,4.913041827102082,2.0517075925554975,,,
2024-06-20,AAPL,Apple,US,212.28815296354617,212.59578653831548,207.24715355520107,208.07077026367188,86172500,-2.1512883820869355,13.75867416474781,197.86521072387694,,,2.090494524498819,197.86521072387694,10.199009227588178,218.2632291790533,177.4671922687006,20.618094894551234,69.9069035828721,6.740194710062752,5.2784724036942166,1.4617223063685358,,,
2024-06-21,AAPL,Apple,US,208.77533580800625,210.26382387597764,205.5205097773767,205.8975982666016,241805100,-1.04443886775466,12.570534356328821,198.68834533691407,,,2.100307175279411,198.68834533691407,10.147009399814209,218.9823641365425,178.39432653728565,20.42799114886787,66.06918011597793,6.314091747393832,5.485596272434139,0.8284954749596922,,,
2024-06-24,AAPL,Apple,US,206.12582769938732,211.0676038174596,205.0044951825124,206.5426025390625,80727000,0.3132645926378075,12.923177982210387,199.7431869506836,,,2.013986760091117,199.7431869506836,9.788134439913753,219.3194558305111,180.1669180708561,19.60143840566723,65.24088685267225,5.959748265642759,5.580426671075864,0.3793215945668944,,,
2024-06-25,AAPL,Apple,US,207.54484206411715,209.75773850908567,207.0089930344414,207.4654693603516,55549700,0.4468166905733373,13.427737588960742,200.69036254882812,,,1.9973148498345061,200.69036254882812,9.55900997163032,219.80838249208875,181.57234260556748,19.05225512621136,65.69298768182924,5.687830375192561,5.601907411899203,0.08592296329335802,,,
2024-06-26,AAPL,Apple,US,209.87680350658064,213.21101716086312,209.02340313251776,211.6133728027344,66213200,1.9993223234552993,15.695523667567123,201.8444351196289,,,2.0210367877908655,201.8444351196289,9.405948713049415,220.65633254572774,183.0325376935301,18.639996108834424,67.53431704412678,5.740857597449349,5.6296974490092335,0.11116014844011524,,,
2024-06-27,AAPL,Apple,US,213.0423164247351,214.0842609953053,210.72027890747492,212.45684814453125,49772700,0.39859264593034016,16.156677516576636,203.02579879760742,,,2.0189934515557293,203.02579879760742,9.16598363900352,221.35776607561445,184.6938315196004,18.058756460090887,70.0122587922643,5.784266045600731,5.660611168327533,0.12365487727319824,,,
2024-06-28,AAPL,Apple,US,214.1140398112984,214.411740437408,208.68601906723535,209.0035552978516,82542700,-1.625409054515592,14.268656362797728,203.98488082885743,,,2.0800957848058452,203.98488082885743,8.703550743297773,221.39198231545296,186.5777793422619,17.067050671466216,63.70534845412228,5.47688159931073,5.623865254524173,-0.14698365521344314,,,
2024-07-01,AAPL,Apple,US,210.4622626872336,215.840663828698,210.29356920849017,215.0865020751953,60402900,2.9104513407319343,17.594390003945115,205.20047760009766,,,2.148650875623058,205.20047760009766,8.455655842098805,222.11178928429527,188.28916591590004,16.482721562817225,72.52618160987073,5.658888039876615,5.630869811594661,0.02801822828195366,,,
2024-07-02,AAPL,Apple,US,214.4911227279333,218.6886699462021,213.44919320249292,218.5795135498047,58046200,1.624003106149452,19.504126550266697,206.5024085998535,,,2.1594749538870452,206.5024085998535,8.408320587241072,223.31904977433567,189.68576742537135,16.287113829329048,65.64138870638477,6.0156417159027455,5.707824192456279,0.3078175234464666,,,
2024-07-03,AAPL,Apple,US,218.3115631866412,219.84967041015625,217.34900644671097,219.84967041015625,37369800,0.581096023009553,20.19856027698261,207.85197067260742,,,2.1564782004217813,207.85197067260742,8.268081010666778,224.38813269394097,191.31580865127387,15.911479662976161,61.36724914376363,6.327918314573452,5.831843016879714,0.49607529769373837,,,
2024-07-05,AAPL,Apple,US,219.948912125906,224.71207692855523,219.948912125906,224.60292053222656,60412400,2.1620455983411446,22.79730795872055,209.36377868652343,,,2.1818885492211995,209.36377868652343,8.43518402171598,226.2341467299554,192.49341064309147,16.115842147357938,64.78492593248114,6.879643086066665,6.041403030717104,0.8382400553495604,,,
2024-07-08,AAPL,Apple,US,225.34717053841652,226.1013475300368,221.53664465186893,226.0715789794922,59085900,0.6538910730926606,23.600268593460715,211.01798629760742,,,2.155094474242709,211.01798629760742,8.297532581402896,227.6130514604132,194.42292113480164,15.728578832518163,68.85611028017166,7.350663531479199,6.303255130869524,1.047408400609675,,,
2024-07-09,AAPL,Apple,US,226.180713251394,227.63943274976205,224.6326881041504,226.92495727539065,48076100,0.37748145952298806,24.066836691321658,212.5952880859375,,,2.15479862073385,212.5952880859375,8.165478203159562,228.92624449225664,196.26433167961838,15.363422729969123,66.08625017609398,7.704004160105114,6.583404936716643,1.1205992233884716,,,
2024-07-10,AAPL,Apple,US,227.5402205679281,231.2912094233167,227.49060126886744,231.1919708251953,62627700,1.8803632712052432,26.39974392021147,214.57299194335937,,,2.071155855648856,214.57299194335937,7.59232170637467,229.75763535610872,199.38834853061002,14.153359446800861,73.80896321122651,8.233431612031723,6.913410271779659,1.3200213402520635,,,
2024-07-11,AAPL,Apple,US,229.61416127735984,230.60648662367137,224.0372976764276,225.823486328125,64710600,-2.3220895076539794,23.46462872893873,215.58615646362304,,,1.589053128734228,215.58615646362304,7.677844797174912,230.94184605797287,200.23046686927322,14.245524709227672,72.33461006261304,8.12614174568904,7.155956566561536,0.9701851791275038,,,
2024-07-12,AAPL,Apple,US,227.1631286162611,230.8545803134063,226.9249650693961,228.77069091796875,53046500,1.3050921486357003,25.075955904822322,216.45295181274415,,,1.5024990169518129,216.45295181274415,8.14864562600635,232.75024306475683,200.15566056073146,15.058506816863973,78.22678349971136,8.184581769303378,7.3616816071099045,0.8229001621934735,,,
